#--------------------------#
# x [m]  X_O  X_O2  u [m/s]  Th [K]  rho [kg/m^3]  p [Pa]  nd [1/m^3]  H [J/kg]  Mf
  0.109664875353E-09  0.989122088377E-06  0.999999010878E+00  0.712498124051E+03  0.145344747212E+05  0.540151742809E-02  0.203993265649E+05  0.101656044467E+24  0.182731307142E+08  0.327895415311E+00
  0.110771524107E-09  0.999103512666E-06  0.999999000896E+00  0.712498124270E+03  0.145344746525E+05  0.540151742643E-02  0.203993265640E+05  0.101656044943E+24  0.182731307142E+08  0.327895415202E+00
  0.111889239348E-09  0.100918475137E-05  0.999998990815E+00  0.712498124490E+03  0.145344745831E+05  0.540151742476E-02  0.203993265632E+05  0.101656045424E+24  0.182731307142E+08  0.327895415091E+00
  0.113018131741E-09  0.101936680264E-05  0.999998980633E+00  0.712498124713E+03  0.145344745131E+05  0.540151742307E-02  0.203993265623E+05  0.101656045910E+24  0.182731307142E+08  0.327895414980E+00
  0.114158313059E-09  0.102965067460E-05  0.999998970349E+00  0.712498124938E+03  0.145344744423E+05  0.540151742136E-02  0.203993265615E+05  0.101656046401E+24  0.182731307142E+08  0.327895414867E+00
  0.115309896189E-09  0.104003738547E-05  0.999998959963E+00  0.712498125166E+03  0.145344743709E+05  0.540151741964E-02  0.203993265606E+05  0.101656046896E+24  0.182731307142E+08  0.327895414753E+00
  0.116472995151E-09  0.105052796363E-05  0.999998949472E+00  0.712498125395E+03  0.145344742987E+05  0.540151741790E-02  0.203993265597E+05  0.101656047397E+24  0.182731307142E+08  0.327895414638E+00
  0.117647725103E-09  0.106112344776E-05  0.999998938877E+00  0.712498125627E+03  0.145344742258E+05  0.540151741614E-02  0.203993265588E+05  0.101656047902E+24  0.182731307142E+08  0.327895414522E+00
  0.118834202354E-09  0.107182488693E-05  0.999998928175E+00  0.712498125861E+03  0.145344741521E+05  0.540151741436E-02  0.203993265579E+05  0.101656048413E+24  0.182731307142E+08  0.327895414404E+00
  0.120032544377E-09  0.108263334069E-05  0.999998917367E+00  0.712498126098E+03  0.145344740778E+05  0.540151741257E-02  0.203993265570E+05  0.101656048928E+24  0.182731307142E+08  0.327895414286E+00
  0.121242869821E-09  0.109354987919E-05  0.999998906450E+00  0.712498126337E+03  0.145344740026E+05  0.540151741076E-02  0.203993265561E+05  0.101656049449E+24  0.182731307142E+08  0.327895414166E+00
  0.122465298519E-09  0.110457558328E-05  0.999998895424E+00  0.712498126578E+03  0.145344739268E+05  0.540151740893E-02  0.203993265551E+05  0.101656049975E+24  0.182731307142E+08  0.327895414045E+00
  0.123699951504E-09  0.111571154463E-05  0.999998884288E+00  0.712498126822E+03  0.145344738502E+05  0.540151740708E-02  0.203993265542E+05  0.101656050506E+24  0.182731307142E+08  0.327895413923E+00
  0.124946951019E-09  0.112695886580E-05  0.999998873041E+00  0.712498127068E+03  0.145344737728E+05  0.540151740521E-02  0.203993265533E+05  0.101656051043E+24  0.182731307142E+08  0.327895413800E+00
  0.126206420529E-09  0.113831866041E-05  0.999998861681E+00  0.712498127317E+03  0.145344736946E+05  0.540151740333E-02  0.203993265523E+05  0.101656051585E+24  0.182731307142E+08  0.327895413675E+00
  0.127478484735E-09  0.114979205318E-05  0.999998850208E+00  0.712498127568E+03  0.145344736157E+05  0.540151740142E-02  0.203993265513E+05  0.101656052132E+24  0.182731307142E+08  0.327895413549E+00
  0.128763269582E-09  0.116138018011E-05  0.999998838620E+00  0.712498127822E+03  0.145344735359E+05  0.540151739950E-02  0.203993265504E+05  0.101656052685E+24  0.182731307142E+08  0.327895413422E+00
  0.130060902278E-09  0.117308418855E-05  0.999998826916E+00  0.712498128078E+03  0.145344734554E+05  0.540151739756E-02  0.203993265494E+05  0.101656053243E+24  0.182731307142E+08  0.327895413294E+00
  0.131371511301E-09  0.118490523730E-05  0.999998815095E+00  0.712498128337E+03  0.145344733741E+05  0.540151739560E-02  0.203993265484E+05  0.101656053807E+24  0.182731307142E+08  0.327895413164E+00
  0.132695226414E-09  0.119684449679E-05  0.999998803156E+00  0.712498128598E+03  0.145344732919E+05  0.540151739362E-02  0.203993265474E+05  0.101656054377E+24  0.182731307142E+08  0.327895413033E+00
  0.134032178678E-09  0.120890314912E-05  0.999998791097E+00  0.712498128862E+03  0.145344732089E+05  0.540151739162E-02  0.203993265464E+05  0.101656054952E+24  0.182731307142E+08  0.327895412901E+00
  0.135382500465E-09  0.122108238822E-05  0.999998778918E+00  0.712498129128E+03  0.145344731251E+05  0.540151738959E-02  0.203993265453E+05  0.101656055533E+24  0.182731307142E+08  0.327895412767E+00
  0.136746325469E-09  0.123338341997E-05  0.999998766617E+00  0.712498129398E+03  0.145344730405E+05  0.540151738755E-02  0.203993265443E+05  0.101656056120E+24  0.182731307142E+08  0.327895412633E+00
  0.138123788724E-09  0.124580746231E-05  0.999998754193E+00  0.712498129670E+03  0.145344729550E+05  0.540151738549E-02  0.203993265432E+05  0.101656056712E+24  0.182731307142E+08  0.327895412496E+00
  0.139515026611E-09  0.125835574533E-05  0.999998741644E+00  0.712498129944E+03  0.145344728687E+05  0.540151738341E-02  0.203993265422E+05  0.101656057311E+24  0.182731307142E+08  0.327895412359E+00
  0.140920176877E-09  0.127102951146E-05  0.999998728970E+00  0.712498130222E+03  0.145344727815E+05  0.540151738131E-02  0.203993265411E+05  0.101656057916E+24  0.182731307142E+08  0.327895412220E+00
  0.142339378646E-09  0.128383001553E-05  0.999998716170E+00  0.712498130502E+03  0.145344726934E+05  0.540151737918E-02  0.203993265400E+05  0.101656058526E+24  0.182731307142E+08  0.327895412079E+00
  0.143772772433E-09  0.129675852492E-05  0.999998703241E+00  0.712498130785E+03  0.145344726044E+05  0.540151737704E-02  0.203993265390E+05  0.101656059143E+24  0.182731307142E+08  0.327895411938E+00
  0.145220500157E-09  0.130981631970E-05  0.999998690184E+00  0.712498131071E+03  0.145344725146E+05  0.540151737487E-02  0.203993265379E+05  0.101656059766E+24  0.182731307142E+08  0.327895411794E+00
  0.146682705158E-09  0.132300469272E-05  0.999998676995E+00  0.712498131359E+03  0.145344724238E+05  0.540151737268E-02  0.203993265367E+05  0.101656060395E+24  0.182731307142E+08  0.327895411650E+00
  0.148159532210E-09  0.133632494977E-05  0.999998663675E+00  0.712498131651E+03  0.145344723322E+05  0.540151737047E-02  0.203993265356E+05  0.101656061031E+24  0.182731307142E+08  0.327895411504E+00
  0.149651127532E-09  0.134977840970E-05  0.999998650222E+00  0.712498131945E+03  0.145344722396E+05  0.540151736824E-02  0.203993265345E+05  0.101656061672E+24  0.182731307142E+08  0.327895411356E+00
  0.151157638807E-09  0.136336640455E-05  0.999998636634E+00  0.712498132243E+03  0.145344721461E+05  0.540151736598E-02  0.203993265333E+05  0.101656062321E+24  0.182731307142E+08  0.327895411207E+00
  0.152679215196E-09  0.137709027967E-05  0.999998622910E+00  0.712498132543E+03  0.145344720517E+05  0.540151736371E-02  0.203993265322E+05  0.101656062975E+24  0.182731307142E+08  0.327895411057E+00
  0.154216007348E-09  0.139095139386E-05  0.999998609049E+00  0.712498132847E+03  0.145344719563E+05  0.540151736141E-02  0.203993265310E+05  0.101656063636E+24  0.182731307142E+08  0.327895410905E+00
  0.155768167421E-09  0.140495111953E-05  0.999998595049E+00  0.712498133153E+03  0.145344718600E+05  0.540151735908E-02  0.203993265298E+05  0.101656064304E+24  0.182731307142E+08  0.327895410751E+00
  0.157335849095E-09  0.141909084279E-05  0.999998580909E+00  0.712498133463E+03  0.145344717627E+05  0.540151735674E-02  0.203993265286E+05  0.101656064979E+24  0.182731307142E+08  0.327895410596E+00
  0.158919207586E-09  0.143337196364E-05  0.999998566628E+00  0.712498133775E+03  0.145344716644E+05  0.540151735437E-02  0.203993265274E+05  0.101656065660E+24  0.182731307142E+08  0.327895410439E+00
  0.160518399662E-09  0.144779589605E-05  0.999998552204E+00  0.712498134091E+03  0.145344715652E+05  0.540151735197E-02  0.203993265262E+05  0.101656066348E+24  0.182731307142E+08  0.327895410281E+00
  0.162133583659E-09  0.146236406814E-05  0.999998537636E+00  0.712498134410E+03  0.145344714649E+05  0.540151734956E-02  0.203993265250E+05  0.101656067043E+24  0.182731307142E+08  0.327895410121E+00
  0.163764919495E-09  0.147707792232E-05  0.999998522922E+00  0.712498134732E+03  0.145344713637E+05  0.540151734712E-02  0.203993265238E+05  0.101656067745E+24  0.182731307142E+08  0.327895409960E+00
  0.165412568690E-09  0.149193891542E-05  0.999998508061E+00  0.712498135057E+03  0.145344712614E+05  0.540151734465E-02  0.203993265225E+05  0.101656068454E+24  0.182731307142E+08  0.327895409797E+00
  0.167076694377E-09  0.150694851884E-05  0.999998493051E+00  0.712498135386E+03  0.145344711582E+05  0.540151734216E-02  0.203993265212E+05  0.101656069170E+24  0.182731307142E+08  0.327895409632E+00
  0.168757461321E-09  0.152210821868E-05  0.999998477892E+00  0.712498135717E+03  0.145344710538E+05  0.540151733964E-02  0.203993265200E+05  0.101656069893E+24  0.182731307142E+08  0.327895409466E+00
  0.170455035934E-09  0.153741951592E-05  0.999998462580E+00  0.712498136053E+03  0.145344709485E+05  0.540151733710E-02  0.203993265187E+05  0.101656070624E+24  0.182731307142E+08  0.327895409298E+00
  0.172169586293E-09  0.155288392653E-05  0.999998447116E+00  0.712498136391E+03  0.145344708421E+05  0.540151733454E-02  0.203993265174E+05  0.101656071361E+24  0.182731307142E+08  0.327895409129E+00
  0.173901282156E-09  0.156850298167E-05  0.999998431497E+00  0.712498136733E+03  0.145344707346E+05  0.540151733194E-02  0.203993265161E+05  0.101656072107E+24  0.182731307142E+08  0.327895408957E+00
  0.175650294978E-09  0.158427822779E-05  0.999998415722E+00  0.712498137078E+03  0.145344706261E+05  0.540151732933E-02  0.203993265147E+05  0.101656072859E+24  0.182731307142E+08  0.327895408784E+00
  0.177416797928E-09  0.160021122679E-05  0.999998399789E+00  0.712498137427E+03  0.145344705164E+05  0.540151732668E-02  0.203993265134E+05  0.101656073619E+24  0.182731307142E+08  0.327895408610E+00
  0.179200965907E-09  0.161630355623E-05  0.999998383696E+00  0.712498137779E+03  0.145344704057E+05  0.540151732401E-02  0.203993265120E+05  0.101656074387E+24  0.182731307142E+08  0.327895408433E+00
  0.181002975566E-09  0.163255680941E-05  0.999998367443E+00  0.712498138135E+03  0.145344702939E+05  0.540151732132E-02  0.203993265107E+05  0.101656075162E+24  0.182731307142E+08  0.327895408255E+00
  0.182823005322E-09  0.164897259559E-05  0.999998351027E+00  0.712498138494E+03  0.145344701809E+05  0.540151731859E-02  0.203993265093E+05  0.101656075945E+24  0.182731307142E+08  0.327895408075E+00
  0.184661235375E-09  0.166555254009E-05  0.999998334447E+00  0.712498138857E+03  0.145344700668E+05  0.540151731584E-02  0.203993265079E+05  0.101656076736E+24  0.182731307142E+08  0.327895407893E+00
  0.186517847729E-09  0.168229828451E-05  0.999998317702E+00  0.712498139224E+03  0.145344699516E+05  0.540151731306E-02  0.203993265065E+05  0.101656077535E+24  0.182731307142E+08  0.327895407709E+00
  0.188393026206E-09  0.169921148687E-05  0.999998300789E+00  0.712498139594E+03  0.145344698352E+05  0.540151731025E-02  0.203993265050E+05  0.101656078342E+24  0.182731307142E+08  0.327895407524E+00
  0.190286956468E-09  0.171629382174E-05  0.999998283706E+00  0.712498139968E+03  0.145344697177E+05  0.540151730742E-02  0.203993265036E+05  0.101656079157E+24  0.182731307142E+08  0.327895407337E+00
  0.192199826033E-09  0.173354698048E-05  0.999998266453E+00  0.712498140346E+03  0.145344695990E+05  0.540151730456E-02  0.203993265022E+05  0.101656079980E+24  0.182731307142E+08  0.327895407147E+00
  0.194131824293E-09  0.175097267131E-05  0.999998249027E+00  0.712498140727E+03  0.145344694791E+05  0.540151730167E-02  0.203993265007E+05  0.101656080811E+24  0.182731307142E+08  0.327895406956E+00
  0.196083142536E-09  0.176857261958E-05  0.999998231427E+00  0.712498141112E+03  0.145344693580E+05  0.540151729874E-02  0.203993264992E+05  0.101656081651E+24  0.182731307142E+08  0.327895406763E+00
  0.198053973961E-09  0.178634856787E-05  0.999998213651E+00  0.712498141501E+03  0.145344692357E+05  0.540151729580E-02  0.203993264977E+05  0.101656082499E+24  0.182731307142E+08  0.327895406568E+00
  0.200044513701E-09  0.180430227620E-05  0.999998195698E+00  0.712498141894E+03  0.145344691121E+05  0.540151729282E-02  0.203993264962E+05  0.101656083355E+24  0.182731307142E+08  0.327895406371E+00
  0.202054958838E-09  0.182243552216E-05  0.999998177564E+00  0.712498142291E+03  0.145344689874E+05  0.540151728981E-02  0.203993264947E+05  0.101656084220E+24  0.182731307142E+08  0.327895406172E+00
  0.204085508426E-09  0.184075010116E-05  0.999998159250E+00  0.712498142692E+03  0.145344688613E+05  0.540151728677E-02  0.203993264931E+05  0.101656085094E+24  0.182731307142E+08  0.327895405972E+00
  0.206136363511E-09  0.185924782653E-05  0.999998140752E+00  0.712498143097E+03  0.145344687341E+05  0.540151728370E-02  0.203993264916E+05  0.101656085977E+24  0.182731307142E+08  0.327895405769E+00
  0.208207727146E-09  0.187793052975E-05  0.999998122069E+00  0.712498143506E+03  0.145344686055E+05  0.540151728060E-02  0.203993264900E+05  0.101656086868E+24  0.182731307142E+08  0.327895405564E+00
  0.210299804417E-09  0.189680006060E-05  0.999998103200E+00  0.712498143919E+03  0.145344684757E+05  0.540151727747E-02  0.203993264884E+05  0.101656087768E+24  0.182731307142E+08  0.327895405357E+00
  0.212412802461E-09  0.191585828738E-05  0.999998084142E+00  0.712498144336E+03  0.145344683445E+05  0.540151727430E-02  0.203993264868E+05  0.101656088677E+24  0.182731307142E+08  0.327895405148E+00
  0.214546930486E-09  0.193510709706E-05  0.999998064893E+00  0.712498144757E+03  0.145344682121E+05  0.540151727111E-02  0.203993264852E+05  0.101656089596E+24  0.182731307142E+08  0.327895404937E+00
  0.216702399791E-09  0.195454839549E-05  0.999998045452E+00  0.712498145183E+03  0.145344680783E+05  0.540151726788E-02  0.203993264835E+05  0.101656090523E+24  0.182731307142E+08  0.327895404724E+00
  0.218879423789E-09  0.197418410755E-05  0.999998025816E+00  0.712498145613E+03  0.145344679432E+05  0.540151726463E-02  0.203993264819E+05  0.101656091460E+24  0.182731307142E+08  0.327895404508E+00
  0.221078218027E-09  0.199401617740E-05  0.999998005984E+00  0.712498146047E+03  0.145344678068E+05  0.540151726134E-02  0.203993264802E+05  0.101656092406E+24  0.182731307142E+08  0.327895404291E+00
  0.223299000207E-09  0.201404656863E-05  0.999997985953E+00  0.712498146485E+03  0.145344676689E+05  0.540151725801E-02  0.203993264785E+05  0.101656093361E+24  0.182731307142E+08  0.327895404071E+00
  0.225541990209E-09  0.203427726447E-05  0.999997965723E+00  0.712498146928E+03  0.145344675297E+05  0.540151725465E-02  0.203993264768E+05  0.101656094326E+24  0.182731307142E+08  0.327895403849E+00
  0.227807410111E-09  0.205471026798E-05  0.999997945290E+00  0.712498147375E+03  0.145344673891E+05  0.540151725126E-02  0.203993264751E+05  0.101656095301E+24  0.182731307142E+08  0.327895403625E+00
  0.230095484212E-09  0.207534760225E-05  0.999997924652E+00  0.712498147827E+03  0.145344672471E+05  0.540151724784E-02  0.203993264734E+05  0.101656096286E+24  0.182731307142E+08  0.327895403399E+00
  0.232406439054E-09  0.209619131061E-05  0.999997903809E+00  0.712498148283E+03  0.145344671037E+05  0.540151724438E-02  0.203993264716E+05  0.101656097280E+24  0.182731307142E+08  0.327895403170E+00
  0.234740503445E-09  0.211724345680E-05  0.999997882757E+00  0.712498148744E+03  0.145344669589E+05  0.540151724089E-02  0.203993264698E+05  0.101656098284E+24  0.182731307142E+08  0.327895402939E+00
  0.237097908479E-09  0.213850612522E-05  0.999997861494E+00  0.712498149209E+03  0.145344668126E+05  0.540151723736E-02  0.203993264680E+05  0.101656099299E+24  0.182731307142E+08  0.327895402706E+00
  0.239478887564E-09  0.215998142111E-05  0.999997840019E+00  0.712498149679E+03  0.145344666648E+05  0.540151723380E-02  0.203993264662E+05  0.101656100323E+24  0.182731307142E+08  0.327895402471E+00
  0.241883676440E-09  0.218167147076E-05  0.999997818329E+00  0.712498150154E+03  0.145344665155E+05  0.540151723020E-02  0.203993264644E+05  0.101656101358E+24  0.182731307142E+08  0.327895402233E+00
  0.244312513204E-09  0.220357842173E-05  0.999997796422E+00  0.712498150634E+03  0.145344663648E+05  0.540151722656E-02  0.203993264626E+05  0.101656102403E+24  0.182731307142E+08  0.327895401992E+00
  0.246765638336E-09  0.222570444304E-05  0.999997774296E+00  0.712498151118E+03  0.145344662126E+05  0.540151722289E-02  0.203993264607E+05  0.101656103459E+24  0.182731307142E+08  0.327895401750E+00
  0.249243294719E-09  0.224805172541E-05  0.999997751948E+00  0.712498151607E+03  0.145344660588E+05  0.540151721918E-02  0.203993264588E+05  0.101656104525E+24  0.182731307142E+08  0.327895401505E+00
  0.251745727667E-09  0.227062248147E-05  0.999997729378E+00  0.712498152101E+03  0.145344659035E+05  0.540151721544E-02  0.203993264569E+05  0.101656105601E+24  0.182731307142E+08  0.327895401257E+00
  0.254273184943E-09  0.229341894598E-05  0.999997706581E+00  0.712498152600E+03  0.145344657466E+05  0.540151721165E-02  0.203993264550E+05  0.101656106689E+24  0.182731307142E+08  0.327895401007E+00
  0.256825916793E-09  0.231644337603E-05  0.999997683557E+00  0.712498153104E+03  0.145344655882E+05  0.540151720783E-02  0.203993264531E+05  0.101656107787E+24  0.182731307142E+08  0.327895400755E+00
  0.259404175961E-09  0.233969805131E-05  0.999997660302E+00  0.712498153613E+03  0.145344654282E+05  0.540151720397E-02  0.203993264511E+05  0.101656108897E+24  0.182731307142E+08  0.327895400500E+00
